,statute_code,charge_descriptions,charge_class,charge_label,Reason
15,CR.3.204.(a)(1),['RECKLESS ENDANGERMENT' 'Reckless Endangerment'],['Misdemeanor' nan],Ineligible,
21,CJ.3.8A-30,"['CONTRIBUTE TO COND OF CHLD'
 'Contribute To Condition Of Child/Delinquent, Etc'
 'Contribute To Condition Of Child in Need of Supervision']",[nan 'Misdemeanor'],Ineligible,
24,CR.10.604.(a)(5)(ii),['ANIMAL CRUEL FAIL: PROVIDE' 'Animal Cruel Fail: Provide'],['Misdemeanor'],Ineligible,
34,27.464B,['Sex Offense Third Degree' 'SEX OFFENSE THIRD DEGREE'],['Felony Circuit Court'],Ineligible,
38,CR.11.208,['POSSESS CHILD PORNOGRAPHY' 'Possess Child Pornography'],['Misdemeanor' nan],Ineligible,
47,27.463,['Rape Second Degree' 'RAPE SECOND DEGREE'],['Felony Circuit Court'],Ineligible,
50,EN.9.322,['DISCHRG POLLUT INTO WATER' 'Discharge Pollutants Into Water'],['Misdemeanor'],Ineligible,
52,EN.7.265.(a)(1),['Hazardous Subst-Disposal'],['Felony Circuit Court'],Ineligible,
53,CR.4.101.(c)(2),"['DANGEROUS WEAPON-INT/INJURE' 'DEADLY WEAPON-INT/INJURE'
 'Dangerous Weapon: Wear And Carry With Intent To Injure'
 'Deadly Weapon: Wear And Carry With Intent To Injure'
 'DANGEROUS WEAPON WEAR AND CARRY -INT/INJURE'
 'DANGEROUS WEAPON-INT WEAR AND CARRY /INJURE'
 'DANGEROUS WEAPON: WEAR AND CARRY WITH INTENT TO INJURE'
 'DANGEROUS WEAPON WEAR AND CARRY W/ -INT/INJURE']",[nan 'Misdemeanor'],Ineligible,
54,PS.5.133.c,"['FIREARM POSS W/FEL CONVICT' 'Firearm Poss W/Felony Conviction'
 'Firearm Poss W/FelonyDisqualifying Conviction']",['Felony Circuit Court' nan],Ineligible,
56,CR.3.803,"['HARASS:A COURSE OF CONDUCT' 'HARASS FOL. ANOTH W/INT TO'
 'HARASS; A COURSE OF CONDUCT' 'Harass; A Course Of Conduct' 'Harassment']",[nan 'Misdemeanor'],Ineligible,
63,PS.5.138,"['REG FIREARM:STOLEN/SELL ETC'
 'Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose Of'
 'Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose O']",['Misdemeanor' nan],Ineligible,
65,EN.9.343.(a)(1),"['VIO REG-WATER POLLUTION CONT'
 'Violate Regulation-Water Pollution Control']",['Misdemeanor'],Ineligible,
66,EN.9.204.(h)(1),['Install/Alter Water/Sew/Refuse System W/O Permit'],['Misdemeanor'],Ineligible,
68,PS.5.133.1,"['ILLEGAL POSS AMMO' 'Illegal Poss Ammo'
 'Illegal Possession of Ammunition' 'ILLEGAL POSS AMMO; CJIS#: 11285'
 'Illegal Possession of Ammo']",['Misdemeanor' nan],Ineligible,
80,CR.3.905,['LETTERS-OPEN W/O PERM' 'Letters: Open Without Permission'],['Misdemeanor' nan],Ineligible,
81,PS.5.133.(B),"['REG FIREARM:ILLEGAL POSSESSION'
 'REGULATED FIREARM:ILLEGAL POSSESSION; CJIS#: 11106']",['Misdemeanor'],Ineligible,
83,CR.3.307,['SEX OFFENSE THIRD DEGREE' 'Sex Offense Third Degree'],[nan 'Felony Circuit Court'],Ineligible,
84,PS.5.133.(b),['REG FIREARM:ILLEGAL POSSESSION' 'Regulated Firearm:Illegal Possession'],[nan 'Misdemeanor'],Ineligible,
86,CR.11.207.(a)(4),"['CHILD PORN PROMOTE/DISTRB'
 'Child Pornography Promote/Distribute/W/Intent/Possess'
 'CHILD PORN PROMOTE/DISTRBUTE /W/INTENT/POSSESS']",['Felony Circuit Court'],Ineligible,
87,CP 5 213.1 (2),"['VIOL REL COND-PERS ELIG RELIEF' 'VIOL REL COND -CRIME VIOL'
 'Viol Rel Cond-Crime Of Viol']",['Misdemeanor'],Ineligible,
93,CR.4.101.(c)(1),"['DEADLY WEAPON-CONCEAL' 'DANGEROUS WEAPON-CONCEAL'
 'Dangerous Weapon: Conceal' 'Deadly Weapon: Conceal'
 'POSS/REC WEAPON WHILE CONF/DET']",[nan 'Misdemeanor' 'Felony Circuit Court'],Ineligible,
95,PS.5.133.(d),"['POSS OF FIREARM MINOR' 'POSS OF FIREARM/AMMO/MINOR'
 'Possess Regulated Firearm/Ammunition Being Under 21'
 'Possess Regulated Firearm Being Under 21'
 'Possess Regulated Firearm/Ammo/Minor'
 'POSSESS REGULATED FIREARM BEING UNDER 21; CJIS#: 15285'
 'POSSESS REGULATED FIREARM BEING UNDER 21']",[nan 'Misdemeanor'],Ineligible,
96,CR.3.308.(b)(1),"['SEX OFFENSE FOURTH DEGREE' 'SEX OFF 4TH DEG-SEX CONTACT'
 'SEX OFF 4D CONT W/O CONSNT' 'SEX OFF 4TH DEG' 'SEX OFFENSE 4TH DEGREE'
 'Sex Off 4th Degree' 'Sex Off 4th Degree-Sex Contact'
 'SEX OFF-4TH D:CONTACT W/O CONS' 'Sex Off 4th Degree-Sex Contact-Attempt'
 'Solicitation to Commit 4th Degree Sex Offense'
 'SEX OFF-4TH D: CONTACT W/O CON'
 'SEX OFF 4TH DEG-SEX CONTACT- VOP Appeal']",[nan 'Misdemeanor'],Ineligible,
97,PS.5.205.(b),"['RFL/SHOTGN POSS-MENT. DIS.' 'RFL/SHOTGN POSS-DISQUAL'
 'Rfl/Shotgn Poss-Disqual' 'Rifle/Shotgun Possess'
 'Rifle/Shotgun Possess-Disqualify'
 'Rifle/Shotgun Possess-Mental Disorder/Violent Behavior'
 'RFL/SHOTGN POSSESSION BY RESTRICTED PERSON']",['Misdemeanor' nan],Ineligible,
99,CR.5.622,['Possession Of Firearms' 'CDS-POSS OF FIREARMS'],['Felony Circuit Court' nan],Ineligible,
116,CR.9.412.(a)(3),"['POSS CONTBND-PLACE OF CONFINEM' 'Poss Contbnd-Place Of Confinement'
 'POSS CONTBND-PLACE OF CONFINEMENT'
 'Possess Contraband-Place Of Confinement']",['Misdemeanor' nan],Ineligible,
120,CR.10.604.(a)(1)(2)(3),['ANIMAL CRUELTY' 'Animal Cruelty'],[nan 'Misdemeanor'],Ineligible,
121,CR 11 208,['POSSESS CHILD PORNOGRAPHY'],['Misdemeanor'],Ineligible,
122,CR.3.304,"['RAPE SECOND DEGREE' 'Rape Second Degree' 'ATT-RAPE SECOND DEGREE'
 'RAPE SECOND DEGREE; CJIS#: 21103']",[nan 'Felony Circuit Court'],Ineligible,
133,CR.3.601.(d),"['CHILD ABUSE:CUSTODIAN' 'CHILD ABUSE-2ND DEGREE: HOUSE'
 'CHILD ABUSE:PARENT' 'Child Abuse-2nd Degree: House'
 'Child Abuse:2nd Deg -Cust' 'CHILD ABUSE: 2ND DEG -CUST'
 'CHILD ABUSE:CHILD UNDER 18' '*Child Abuse - Physical 2nd Degree'
 'Child Abuse:Custodian']",[nan 'Felony Circuit Court'],Ineligible,
134,27.349,['U/U LIVESTOCK MV ETC' 'U/U Livestock Mv Etc'],['Misdemeanor'],Ineligible,
135,1-5299,['HGV USE/FEL-VIOL CRIME'],['Misdemeanor'],Ineligible,
136,CP.11.721,"['FAIL REG OFFENDER/FALSE INFO' 'SEX OFF REG-CHANGE ADDRESS'
 'FAIL REG OFFENDER' 'SEX OFF REG-FAIL NOTIFY/INCLD'
 'Fail Reg Offender/False Info' 'SEX OFF REG-CHANGE RESIDENCE'
 'Sex Off Reg- Failure To Notify/Include' 'Fail Reg Offender']",[nan 'Misdemeanor'],Ineligible,
138,FL.5.801,['CONFINE UNATTENDED CHILD' 'Confine Unattended Child'],[nan 'Misdemeanor'],Ineligible,
139,PS.5.206,"['Rifle/Shotgun-Possession W/Felony Conviction'
 'RIFLE/SHOTGUN-POSSESSION W/FELONY CONVICTION'
 'RIFLE/SHOT-POSS W/FEL CONV']",['Felony Circuit Court' nan],Ineligible,
140,CR.3.602.1.(b),['NEGLECT OF MINOR' 'Neglect Of Minor'],['Misdemeanor' nan],Ineligible,
143,CR.3.602.(b)(1),['Sex Abuse Minor' 'SEX ABUSE MINOR'],['Felony Circuit Court' nan],Ineligible,
148,27.32.(a),"['BURGLARY-FOURTH DEGREE' 'Burglary-Fourth Degree'
 'BURGLARY - FOURTH DEGREE']",['Misdemeanor'],Ineligible,
153,CR.5.701.(d)(3),['CDS PRESCRIP/REMOVE LABEL' 'PRESCRIP/REMOVE LABEL'],[nan 'Misdemeanor'],Ineligible,
154,27 -12A-2 - - -,"['RECKLESS ENDANGERMENT' 'RECKLESS ENDANGERMENT (CJIS 1 1425)'
 'RECKLESS ENDANGERMENT CJIS Code: 1 1425']",['Misdemeanor' 'Converted Degree'],Ineligible,
156,CR.3.204.(a)(2),"['Reckless Endangerment From Motor Vehicle' 'RECK ENDANGERMENT FROM CAR'
 'Reckless Endangerment' 'RECK ENDANGERMENT']",['Misdemeanor' nan],Ineligible,
159,27.36,"['DEADLY WEAPON-CONCEAL' 'DEADLY WEAPON-INT/INJURE'
 'Deadly Weapon: Conceal'
 'Deadly Weapon: Wear And Carry With Intent To Injure'
 'MACE/CHEM DEVICE-INT/INJURE']",['Misdemeanor'],Ineligible,
160,27.36,"['DEADLY WEAPON-CONCEAL' 'DEADLY WEAPON-INT/INJURE'
 'Deadly Weapon: Conceal'
 'Deadly Weapon: Wear And Carry With Intent To Injure'
 'MACE/CHEM DEVICE-INT/INJURE']",['Misdemeanor'],Ineligible,
162,CR.6.107,['ARSON/THREAT' 'Arson/Threat' 'ARSON THREAT BURN'],[nan 'Misdemeanor'],Ineligible,
166,CR.11.107,['INDECENT EXPOSURE' 'Indecent Exposure' 'VOP - Indecent Exposure'],[nan 'Misdemeanor'],Ineligible,
167,PS.5.133.(c),['Firearm-Possession With Felony Conviction' 'FIREARM-POSS W/FEL CONV'],['Felony Circuit Court'],Ineligible,
173,CR.3.315,"['SEX ABUSE MNR/CONT COURSE COND' 'SEX ABUSE MNR/CONT COURSE CONDCT'
 'Sex Abuse Minor-Continuing Course Of Conduct']",['Felony Circuit Court' nan],Ineligible,
179,27.12A1,['Assault-First Degree'],['Felony Circuit Court'],Ineligible,
183,CR.3.405.(b)(1),['Carjacking' 'CARJACKING'],['Felony Circuit Court' nan],Ineligible,
184,CR.3.405.(c)(1),['ARMED CARJACKING' 'Armed Carjacking'],['Felony Circuit Court' nan],Ineligible,
186,CR.3.502,['KIDNAPPING' 'Kidnapping' 'Kidnap-Child Under 16'],['Felony Circuit Court' nan],Ineligible,
188,27.12A.2,['RECKLESS ENDANGERMENT' 'RECK ENDANGERMENT FROM CAR'],['Misdemeanor'],Ineligible,
190,FL.10.203,"['Nonsupport - Minor Child' 'NONSUPPORT - MINOR CHILD'
 'DESERTION-MINOR CHILD' 'Desertion-Minor Child'
 'Non Support - Minor Child']",['Misdemeanor' nan],Ineligible,
192,CR.3.901.(c),['PEEPING TOM' 'Peeping Tom'],['Misdemeanor' nan],Ineligible,
194,1-1420,['ASSAULT-FIRST DEGREE'],['Felony Circuit Court'],Ineligible,
198,CR.3.204.A-1,['Reckless Endangerment'],['Misdemeanor'],Ineligible,
199,27.12A2,['Reckless Endangerment'],['Misdemeanor'],Ineligible,
201,27 -488 - - -,"['ARMED ROBBERY (CJIS 2 0705)' 'CONSPIRACY ARMED ROBBERY (CJIS 2C0705)'
 'ATTEMPTED ARMED ROBBERY (CJIS 2A0705)']",['Felony Circuit Court'],Ineligible,
203,CR.3.902.(c),"['PRIV PL - PRURIENT INTENT' 'Priv Pl - Prurient Intent'
 'PRIV. PL.-PRURIENT INTENT' 'Priv. Pl.-Prurient Intent']",['Misdemeanor' nan],Ineligible,
204,27 -486 - - -,"['ROBBERY (CJIS 2 0700)' 'CONSPIRACY-ROBBERY (CJIS 2C0700)'
 'ATTEMPTED ROBBERY (CJIS 2A0700)']",['Felony Circuit Court' 'Converted Degree'],Ineligible,
208,27 -554 - - -,['PERVERTED PRACTICE (CJIS 6 3600)'],['Converted Degree' 'Misdemeanor'],Ineligible,
210,CR.3.602.(b)(2),['Sex Abuse Minor: House/Fam' 'SEX ABUSE MINOR: HOUSE/FAM'],['Felony Circuit Court' nan],Ineligible,
212,27 -35C - - -,"['CHILD ABUSE-CHILD UNDER 18 (CJIS 1 3802)'
 'CHILD ABUSE:PARENT CJIS Code: 1 3802'
 'CHILD ABUSE:CUSTODIAN (CJIS 1 0173)']",['Felony Circuit Court' 'Converted Degree'],Ineligible,
224,27 -36B -D - -,['HGV USE/FEL-VIOL CRIME (CJIS 1 5299)'],['Misdemeanor'],Ineligible,
229,27.35C.(b).(1),['Child Abuse: Parent' 'Child Abuse:Custodian'],['Felony Circuit Court'],Ineligible,
230,27.12A.1,['ASSAULT-FIRST DEGREE'],['Felony Circuit Court'],Ineligible,
232,CR.3.308,['Sex Offense Fourth Degree' 'SEX OFFENSE FOURTH DEGREE'],['Misdemeanor'],Ineligible,
233,27 -12A -1 - -,"['FIRST DEGREE ASSAULT (CJIS 1 1420)'
 'CON-FIRST DEGREE ASSAULT (CJIS 1C1420)']",['Felony Circuit Court'],Ineligible,
236,CR.4.303,"['ASSAULT PISTOL ROSTER VIO' 'ASSAULT WEAPON POSS/SELL'
 'Assault Pistol Roster Vio' 'Assault Weapon Poss/Sell']",[nan 'Misdemeanor'],Ineligible,
237,27.35,"['ROGUE AND VAGABOND' 'BURG TOOLS-MOT. VEH/POSS' 'Rogue And Vagabond'
 'Burg Tools-Mot. Veh/Poss']",['Misdemeanor'],Ineligible,
238,CR.2-201,['Murder-First Degree'],['Felony Circuit Court'],Ineligible,
240,27.464A,['Sex Offense Second Degree' 'SEX OFFENSE SECOND DEGREE'],['Felony Circuit Court'],Ineligible,
243,CR.9.405.(a)(2),"['ESCAPE - SECOND DEGREE' 'Escape - Second Degree'
 'Escape - Second Degree - Fail to Report']",['Misdemeanor'],Ineligible,
244,CR.9.405.(a)(1),['ESCAPE - SECOND DEGREE' 'Escape - Second Degree'],[nan 'Misdemeanor'],Ineligible,
245,CR.3.305,"['Sex Offense First Degree' 'SEX OFFENSE FIRST DEGREE'
 'ATT-SEX OFFENSE FIRST DEGREE']",['Felony Circuit Court' nan],Ineligible,
247,PS.5.144.(a)(2),['KNOW ALTER FIREARM ID NUMBER' 'Knowingly Alter Firearm Id Number'],['Misdemeanor' nan],Ineligible,
251,CR.9.412.(a)(1),['CONTRABAND DELIVERY' 'Contraband Delivery'],['Misdemeanor' nan],Ineligible,
255,CR.3.303,['Rape First Degree' 'RAPE FIRST DEGREE' 'ATT-RAPE FIRST DEGREE'],['Felony Circuit Court' nan],Ineligible,
256,27.464C,['SEX OFFENSE FOURTH DEGREE' 'Sex Offense Fourth Degree'],['Misdemeanor'],Ineligible,
257,CR.11.208.(a)(1)(2)(,['POSSESS CHILD PORNOGRAPHY'],['Misdemeanor'],Ineligible,
260,CR.2.201,"['MURDER-FIRST DEGREE' 'MURDER - FIRST DEGREE' 'Murder - First Degree'
 'Murder - SECOND DEGREE' 'CON-MURDER - FIRST DEGREE']",['Felony Circuit Court' nan 'Other'],Ineligible,
261,CR.11.303.(b)(1),"['Human Trafficking-Take/Cause' 'Human Trafficking-Compensation'
 'HUMAN TRAFFICKING-TAKE/CAUSE' 'HUMAN TRAFFICKING-COMPENSATION']",['Felony Circuit Court' nan 'Felony District Court'],Ineligible,
263,CR.11.303.a1(i)(ii)(iii),"['Human Trafficking-Take Cause' 'HUMAN TRAFFICKING-TAKE CAUSE'
 'PANDERING-TAKE CAUSE']",['Misdemeanor' nan],Ineligible,
266,27 -462 - - -,['RAPE-FIRST DEGREE' 'RAPE FIRST DEGREE (CJIS 1 1102)'],['Felony Circuit Court'],Ineligible,
268,CR.3.321,['SODOMY-GENERALLY' 'Sodomy-General'],[nan 'Felony Circuit Court'],Ineligible,
270,CR.3.324,['SEXUAL SOLICITATION OF A MINOR' 'Sexual Solicitation Of A Minor'],['Felony Circuit Court' nan],Ineligible,
273,2-0705,['ARMED ROBBERY'],['Felony Circuit Court'],Ineligible,
277,27.335A,['INDECENT EXPOSURE'],['Misdemeanor'],Ineligible,
280,27 -464B - - -,"['SEX OFFENSE THIRD DEGREE (CJIS 3 3600)'
 'SEX OFFENSE THIRD DEGREE CJIS Code: 3 3600'
 'SEXUAL OFFENSE-THIRD DEGREE']",['Felony Circuit Court' 'Converted Degree'],Ineligible,
282,CR.8.301.(d)(2),"['SKIM DEV OBT BENEFIT - UND $1,']",['Misdemeanor'],Ineligible,
284,CR.11.207.(a)(1),"['Child Pornography Permit To Engage As Sex Subject'
 'Child Porn Solicit Subject' 'CHILD PORN SOLICIT SUBJECT']",['Felony Circuit Court'],Ineligible,
287,27 -464C - - -,"['SEX OFFENSE FOURTH DEGREE (CJIS 4 3600)'
 'SEX OFFENSE FOURTH DEGREE CJIS Code: 4 3600'
 'SEXUAL OFFENSE-FOURTH DEGREE']",['Misdemeanor' 'Converted Degree'],Ineligible,
288,CR.4.101.(d)(ii),"['Deadly Weapon: Wear And Carry With Intent To Injure'
 'Deadly Weapon-Int/Injury']",['Misdemeanor'],Ineligible,
297,CR.6.103,['ARSON 2ND DEGREE' 'Arson Second Degree'],[nan 'Felony Circuit Court'],Ineligible,
298,CR.4.101.(c),['MACE/CHEM DEVICE-INT/INJURE' 'Mace/Chemical Device-Intent/Injure'],['Misdemeanor' nan],Ineligible,
299,CR.6.102.(a),['Arson-First Degree' 'ARSON-FIRST DEGREE'],['Felony Circuit Court' nan],Ineligible,
306,CR 3 809,['DIST INTIMATE/SEX IMAGE'],['Misdemeanor'],Ineligible,
311,HG.18.318.(a),['VACCINATIONS - DOGS/CATS' 'VACCINATION-DOGS/CATS'],['Misdemeanor'],Ineligible,
312,CR -3-402 - - -,"['ROBBERY (CJIS 2_0700)' 'CONSP-ROBBERY (CJIS 2c0700)'
 'ATTEMPTED ROBBERY (CJIS 2a0700)']",['Felony Circuit Court'],Ineligible,
313,2-0910,['ATT 1ST DEG. MURDER'],['Felony Circuit Court'],Ineligible,
314,27.488,['ARMED ROBBERY' 'Armed Robbery' 'Robbery with Deadly Weapon'],['Felony Circuit Court' 'Converted Degree'],Ineligible,
315,27 -349 - - -,"['U/U LIVESTOCK MV ETC (CJIS 2 2411)'
 'U/U LIVESTOCK MV ETC CJIS Code: 2 2411' 'UNAUTHORIZED USE MOTOR VEH,ETC']",['Misdemeanor' 'Converted Degree'],Ineligible,
318,CR.3.204,['Reckless Endangerment'],['Converted Degree' 'Misdemeanor'],Ineligible,
319,CR.1.301.(a),"['Access After the Fact-Armed Robbery' 'ACCESSORY AFTER THE STATUTE'
 'ACCESS AFTER STATUTE' 'Access After Statute' 'ACCESSORY AFTER THE FACT']",['Felony Circuit Court' nan],Ineligible,
324,CR.4.104,['FIREARMS-ACCESS BY MINORS' 'Firearms-Access By Minors'],[nan 'Misdemeanor'],Ineligible,
328,PS.5.203.(a),['RIFLE/SHOTGUN:UNREGISTERED' 'Rifle/Shotgun:Unregistered'],['Misdemeanor' nan],Ineligible,
329,26.70.24,['CONTRIBUTE TO COND OF CHLD'],['Misdemeanor'],Ineligible,
343,27.445.E,"['POSS OF FIREARM/AMMO/MINOR'
 'Possess Regulated Firearm/Ammunition Being Under 21']",['Misdemeanor'],Ineligible,
346,CR -3-403 - - -,['ARMED ROBBERY (CJIS 2_0705)' 'CONSPIRACY ARMED ROBBERY (CJIS 2c0705)'],['Felony Circuit Court'],Ineligible,
348,CR.9.305.(a),"['Intimidate/Influence Juror' 'INTIMIDATE/INFLUENCE JUROR-MIS'
 'INTIMIDATE/INFLUENCE JUROR' 'Intimidate/Influ Juror-Felony Off'
 'INTIMIDATE/INFLU JUROR-FELONY' 'INTIMIDATE/INFLU JUROR-FELONY OFF'
 'INTIMIDATE/INFLUENCE JUROR-MISD']",['Misdemeanor' nan 'Felony Circuit Court'],Ineligible,
351,27.354,['LETTERS-OPEN W/O PERM'],['Misdemeanor'],Ineligible,
356,27.335,['Incest' 'INCEST'],['Felony Circuit Court'],Ineligible,
359,CR.10.604.(a)(1)(2)(,['ANIMAL CRUELTY'],['Misdemeanor'],Ineligible,
363,27.35A,['Child Abuse:Custodian'],['Felony Circuit Court'],Ineligible,
364,27.35C.(b).-1,"['CHILD ABUSE:CUSTODIAN' 'CHILD ABUSE:2ND DEGREE HOUSE'
 'CHILD ABUSE:PARENT']",['Felony Circuit Court'],Ineligible,
366,BR.12.304,['PREC. METALS COPIES TO LAW'],['Misdemeanor'],Ineligible,
370,ED.26.101.(b),['SCHL MOLEST ETC OTHER LOC' 'Schl Molest Etc Other Loc'],['Misdemeanor' nan],Ineligible,
375,CR.4.102,"['DEADLY WPN ON SCHOOL PROP' 'DANGEROUS WPN ON SCHOOL PROP'
 'Deadly Weapon: On School Property']",[nan 'Misdemeanor'],Ineligible,
376,CR.10.606.(1)(2),"['Aggravated Cruelty Animal' 'AGGRAVATED CRUELTY ANIMAL' 'MUTILATE ANIMAL'
 'Mutilate Animal']",['Felony Circuit Court' nan 'Felony District Court'],Ineligible,
378,27.462,['Rape First Degree'],['Felony Circuit Court'],Ineligible,
379,27.445.(d),"['REG FIREARM:ILLEGAL POSSESSION' 'PISTOL:ILLEGAL POSSESSION'
 'Regulated Firearm:Illegal Possession']",['Misdemeanor'],Ineligible,
381,CR.10.304(1),"['RACE/RELIG HARAS: PERSON'
 'Race/Religious Belief - Harass/Commit A Crime Upon']",[nan 'Misdemeanor'],Ineligible,
385,CR.11.303.(e)(1),['HUMAN TRAFFIC-BENEFIT FINANC' 'Human Traffic-Benefit Financially'],['Felony District Court' 'Felony Circuit Court' 'Misdemeanor' nan],Ineligible,
387,CR.4.107.(a),['POSS BULLETPROOF ARMOR' 'Poss Bulletproof Armor'],['Misdemeanor' nan],Ineligible,
389,2-3030,['BURGLARY-FOURTH DEGREE'],['Misdemeanor'],Ineligible,
396,CR -3-202 - - -,"['ASSAULT FIRST DEGREE SOLICITATION (CJIS 1s1420)'
 'ASSAULT FIRST DEGREE CONSPIRACY (CJIS 1c1420)'
 'ASSAULT-FIRST DEGREE (CJIS 1_1420)' 'ASSAULT-FIRST DEGREE']",['Felony Circuit Court'],Ineligible,
400,CR.9.404.(a),['Escape - First Degree' 'ESCAPE - FIRST DEGREE'],['Felony Circuit Court' nan],Ineligible,
401,27.487,['Armed Robbery' 'Att-Armed Robbery'],['Felony Circuit Court'],Ineligible,
402,CR.2.207.(a),"['Manslaughter' 'MANSLAUGHTER' 'Voluntary Manslaughter'
 'Involuntary Manslaughter' 'INVOLUNTARY MANSLAUGHTER']",['Felony Circuit Court' nan],Ineligible,
404,27 -36 - - -,"['DEADLY WEAPON-INT/INJURE (CJIS 1 5200)'
 'DEADLY WEAPON-INT/INJURE CJIS Code: 1 5200'
 'DEADLY WEAPON-CONCEAL (CJIS 1 5202)'
 'DEADLY WEAPON-CONCEAL CJIS Code: 1 5202']",['Misdemeanor' 'Converted Degree'],Ineligible,
410,CR.3.601.(b)(1)(ii),['CHILD ABUSE 1ST DEG:SEVERE PHY' 'Child Abuse 1st Deg:Severe Phys Inj'],['Felony Circuit Court' nan],Ineligible,
412,PS.5.138 &amp; 5.144,['Regulated Firearm Stolen - Possess/Sell/Transfer/Dispose O'],['Misdemeanor'],Ineligible,
413,CR.10.604.(a)(4),['ANIMAL CRUELTY CAUSE/AUTH' 'Animal Cruelty Cause/Auth'],[nan 'Misdemeanor'],Ineligible,
419,CR.3.308.(c)(1),['SEX OFF 4TH- PERS POS AUTH'],['Misdemeanor'],Ineligible,
426,CR.9.405.(b)(2),"['ESCAPE - 2ND DEG-COND OF RELS' 'Escape - 2nd Deg-Cond Of Rels'
 'Escape - Second Degree']",[nan 'Misdemeanor' 'Converted Degree'],Ineligible,
429,EN.7.265.(d),['HAZARDOUS SUBST/ENDANGER OTHER'],['Felony Circuit Court'],Ineligible,
430,FL.9.305,"['ABDUCT CHILD/CUST OUT ST' 'Det Chld Custodian Out St'
 'DETAIN CHLD CUSTODN OUT ST' 'ABDUCT CHILD - CUST OUT ST'
 'DET CHILD CUSTODIAN OUT ST' 'HIDE CHILD BY REL OUT ST'
 'ABDUCT CHILD-CUST OUT ST' 'ABDUCT ETC CHILD - ACCESSORY']",['Felony Circuit Court' nan],Ineligible,
431,27.554,"['PERVERTED PRACTICE' 'UNNATURAL OR PERVERTED PRACTICE'
 'Unnatural Or Perverted Practice']",['Misdemeanor'],Ineligible,
434,CR.3.601.1,['CRIME OF VIOL MINOR PRESENT'],['Misdemeanor'],Ineligible,
435,CR.2.209,"['Negligent Manslaughter-Auto/Boat/Other Vehicle'
 'NEG MANSL-AUTO/BOAT, ETC.']",['Felony Circuit Court' 'Felony District Court'],Ineligible,
441,HO.3.501.(b),['MASSAGE THERAPY W/O LICENSE' 'CON-MASSAGE THERAPY W/O LICENS'],['Misdemeanor'],Ineligible,
444,CR.9.804.a,['PARTICIPATE CRIMINAL GANG'],['Felony Circuit Court' nan],Ineligible,
445,CL.3.403,['Att-Armed Robbery' 'ATT-ARMED ROBBERY'],['Misdemeanor' 'Converted Degree'],Ineligible,
450,CR.4.306.(b)(1),['ASSAULT WEAPON/MAG. USE'],['Misdemeanor'],Ineligible,
458,CR.8.301.(e),['POSS ETC. RE-ENCODER/SKIMMING'],['Misdemeanor' nan],Ineligible,
461,TG.13.1014.(a)(3),"['POSS/SELL UNSTAMPED CIGS' 'Cigarettes Poss Unstamped Over 30 Cartons'
 'CIGS. POSS UNSTAMPED OVER 30']",[nan 'Misdemeanor'],Ineligible,
462,27.59,"['ANIMAL CRUELTY' 'ANIMAL CRUELTY:INFLICT' 'ANIMAL CRUEL FAIL: PROVIDE'
 'MUTILATE ANIMAL']",['Misdemeanor'],Ineligible,
463,CR.9.302.(a),"['INDUCE/INHIBIT TESTIMONY' 'INDUCE INHIBIT TEST-FELONY OFF'
 'Induce/Inhibit Testimony' 'INDUCE INHIBIT TESTIMONY-FELONY OFF']",['Misdemeanor' nan 'Felony Circuit Court'],Ineligible,
466,PS.5.134.(b),"['REG FIREARM-ILLEGAL SALE/TRAN'
 'Regulated Firearm: Illegal Sale-Transfer']",['Misdemeanor'],Ineligible,
467,CR.9.805,"['ORG, SUPERVISE, FINANCE GANG']",['Felony Circuit Court'],Ineligible,
468,CR.9.303,"['RETALIATE-WITNESS' 'RETALIATE-WITNESS MISDEMEANOR'
 'Retaliate-Witness-Felony Off' 'Retaliate-Witness'
 'RETALIATE-WITNESS-FELONY OFF' 'Retaliate-Witness Misdemeanor']",['Misdemeanor' nan 'Felony Circuit Court'],Ineligible,
469,CR.3.323,['Incest' 'INCEST'],['Felony Circuit Court'],Ineligible,
471,3-3600,['SEX OFFENSE THIRD DEGREE'],['Felony Circuit Court'],Ineligible,
472,27.388,['Negligent Manslaughter-Auto/Boat/Other Vehicle'],['Felony Circuit Court'],Ineligible,
473,27.264B,['SLOT MACHINE POSS/MAINTAIN' 'Slot Machine Poss/Maintain'],['Misdemeanor'],Ineligible,
474,PS.5.133.d &amp; 5.143,['Possess Regulated Firearm/Ammunition Being Under 21'],['Misdemeanor'],Ineligible,
481,CR -4-204 - - -,['HGV USE/FEL-VIOL CRIME (CJIS 1_5299)'],['Misdemeanor'],Ineligible,
483,4-3600,['SEX OFFENSE FOURTH DEGREE'],['Misdemeanor'],Ineligible,
484,27.32.(c),['BURGLARY-4TH DEGREE/TOOLS' 'Burglary-Fourth Degree/Tools'],['Misdemeanor'],Ineligible,
486,CR.11.207.(a)(2)(3),['CHILD PORN FILM IN SEX ACT' 'Child Pornography Film In Sex Act'],['Felony Circuit Court'],Ineligible,
487,27.449.(e),['Firearm-Possession With Felony Conviction'],['Felony Circuit Court'],Ineligible,
493,27.362,['LOTTERY POSS SALES MONEY' 'LOTTERY POSS NUMBERS LIST'],['Misdemeanor' nan],Ineligible,
